category,institution_code,name,district,address,phone,departments,source_name,source_url
medical,3538010019,蔡長志診所,南投縣南投市,南投縣南投市三和二路63號,049-2233449,"西醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538010055,光振診所,南投縣南投市,南投縣南投市大同街１７４號,049-2222757,"西醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538010171,陳文裕內兒科診所,南投縣南投市,南投縣南投市復興路159號,049-2225123,"內科,兒科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538010180,聰安耳鼻喉科診所,南投縣南投市,南投縣南投市復興路191號,049-2235876,"兒科,耳鼻喉科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538010215,李澤霖耳鼻喉科診所,南投縣南投市,南投縣南投市文昌街98號,049-2221727,"耳鼻喉科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538010233,楊鎮安診所,南投縣南投市,南投縣南投市民生街47號,049-2221135,"內科,兒科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538010288,劉外科診所,南投縣南投市,南投縣南投市三和二路85號,049-2225147,"外科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538010304,許內兒科診所,南投縣南投市,南投縣南投市民族路280號,049-2221892,"內科,兒科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538010322,陳外科診所,南投縣南投市,南投縣南投市中山街238號,049-2222206,"外科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538010420,眾安診所,南投縣南投市,南投縣南投市文昌街75號,049-2235829,"西醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538011712,馨生婦產科小兒科診所,南投縣南投市,南投縣南投市中山街14巷13號1.2.3.5樓，15號1-2樓,049-2206626,"兒科,婦產科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538011767,德林婦產科診所(德林聯合門診),南投縣南投市,南投縣南投市民族路165-1號,049-2233088,"婦產科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538011801,徐紹倍皮膚科診所,南投縣南投市,南投縣南投市中興路620-2號,049-2208475,"皮膚科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538011847,陳祖永眼科診所,南投縣南投市,南投縣南投市復興路96-2號1F,049-2240131,"眼科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538010448,得生診所,南投縣南投市,南投縣南投市民族路325號,049-2238175,"西醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3838011405,建華中醫診所,南投縣南投市,南投縣南投市公園南街101號1樓,049-2227580,"中醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3838011414,一心堂中醫診所,南投縣南投市,南投縣南投市復興路257號,049-2221936,"中醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538010199,名淵內兒科診所,南投縣南投市,南投縣南投市民族路244號,049-2222818,"內科,兒科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538010251,英仁外科診所,南投縣南投市,南投縣南投市玉井街98號,049-2234745,"外科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538012095,黃子卿小兒科診所,南投縣南投市,南投縣南投市民族路123號1-2樓,0926-925182,"兒科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538012077,惠良精神科診所,南投縣南投市,南投縣南投市大同南街24號1F,049-2208296,"精神科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538012068,平安診所,南投縣南投市,南投縣南投市八德路376號1樓,049-2291653,"家庭醫學科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538012086,幼安小兒科診所,南投縣南投市,南投縣南投市民族路243號,049-2206706,"兒科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3838011558,福氣中醫診所,南投縣南投市,南投縣南投市仁德路136號1樓,049-2372567,"中醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3838011503,建安中醫診所,南投縣南投市,南投縣南投市中山街16號,049-2222874,"中醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3838011549,禾安中醫診所,南投縣南投市,南投縣南投市民族路260號1樓,049-2233385,"中醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3838011521,富康中醫診所,南投縣南投市,南投縣南投市祖祠路275號1F,049-2242625,"中醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3738011467,詠欣牙醫診所,南投縣南投市,南投縣南投市民族路150號1至2樓,0492203999,"牙醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3738011458,立德牙醫診所,南投縣南投市,南投縣南投市大同南街2-2號,049-2200113,"牙醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,2338010014,南投縣南投市衛生所,南投縣南投市,南投縣南投市三和一路13號,049223264,"西醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538011810,陳加偉耳鼻喉科診所,南投縣南投市,南投縣南投市復興路109號,0492200679,"耳鼻喉科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538011865,景聖耳鼻喉科診所,南投縣南投市,南投縣南投市中興路502-1號,2244768,"耳鼻喉科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3738011449,宜民牙醫診所,南投縣南投市,南投縣南投市漳興里復興路493號,0921-046269,"牙醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3838011576,芸禾中醫診所,南投縣南投市,南投縣南投市平和里民族路98號1樓,049-2224194,"中醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538012193,尚恩親子耳鼻喉科診所,南投縣南投市,南投縣南投市三和里公園南街3號1樓,0963-426835,"耳鼻喉科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3838011585,詠祥中醫診所,南投縣南投市,南投縣南投市中山街191、193號1樓,049-2240366,"中醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3838011423,坤融中醫診所,南投縣南投市,南投縣南投市中山街154號1F,049-2233336,"中醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3738011421,希望牙醫診所,南投縣南投市,南投縣南投市三和里大同南街85號,049-2228500,"牙醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,1138010019,彰化基督教醫療財團法人南投基督教醫院,南投縣南投市,南投縣南投市中興路870號,049-2225535,"家庭醫學科,內科,外科,骨科,神經科,泌尿科,眼科,復健科,麻醉科,放射診斷科,急診醫學科,中醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538012166,忠聖診所,南投縣南投市,南投縣南投市中山街195號1F,049-2241359,"內科,復健科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3838010328,隆安中醫診所,南投縣南投市,南投縣南投市彰南路二段8號1F,049-2222317,"中醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3738011430,鑽石牙醫診所,南投縣南投市,南投縣南投市中興路566號,049-2205666,"牙醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538010144,中心診所,南投縣南投市,南投縣南投市彰南路二段50號,049-2222470,"內科,外科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538012184,寶嶸診所,南投縣南投市,南投縣南投市民族路120號1樓,2208906,"西醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538011776,德林內科診所(德林聯合門診),南投縣南投市,南投縣南投市民族路165-1號,049-2233088,"內科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3838011487,順安中醫診所,南投縣南投市,南投縣南投市大同街149號,0928956685,"中醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538011678,義德診所,南投縣南投市,南投縣南投市彰南路二段１５號,049-2222088,"西醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3838011478,萬寶堂中醫診所,南投縣南投市,南投縣南投市中興路628號,0910-419176,"中醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538010528,亞中診所,南投縣南投市,南投縣南投市復興路307號,049-2227374,"家庭醫學科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3738011403,健華牙醫診所,南投縣南投市,南投縣南投市民族路5號,049-2208888,"牙醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538012200,農安診所,南投縣南投市,南投縣南投市文昌街,049-2208679,"內科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3838011469,維康中醫診所,南投縣南投市,南投縣南投市三和一路87號1樓,2240557,"中醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538010091,永吉診所,南投縣南投市,南投縣南投市民生街35號,049-2226606,"內科,兒科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538011918,蔡良迪診所,南投縣南投市,南投縣南投市中學西路85號,,"內科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538011758,淵源診所,南投縣南投市,南投縣南投市民族路300號,049-2222171,"西醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,0138010027,衛生福利部南投醫院,南投縣南投市,南投縣南投市復興路478號,049231150,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,牙醫一般科,中醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3738010068,祐川牙醫診所,南投縣南投市,南投縣南投市民權街５６號,049-2222238,"牙醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3738010095,立大牙醫診所,南投縣南投市,南投縣南投市南陽路369號,049-2236720,"牙醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3738010157,杏蓉牙醫診所,南投縣南投市,南投縣南投市南崗三路60號,049-2250456,"牙醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3738010175,統一牙醫診所,南投縣南投市,南投縣南投市龍井街２７號,049223408,"牙醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3738010273,安泰牙醫診所,南投縣南投市,南投縣南投市中山街14巷17號,2201703,"牙醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3738010308,華信牙醫診所,南投縣南投市,南投縣南投市三和二路８６號,049-2200368,"牙醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3738011332,日新牙醫診所,南投縣南投市,南投縣南投市集賢路18號,049-2222093,"牙醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3738011369,仁和牙醫診所,南投縣南投市,南投縣南投市彰南路二段364號,049-2239922,"牙醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3738011387,康雅牙醫診所,南投縣南投市,南投縣南投市大同街3號,049-22293733,"牙醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3838010266,同慶中醫診所,南投縣南投市,南投縣南投市文昌街５７號1樓、地下1樓,049-2227623,"中醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3838010293,陳清隆中醫診所,南投縣南投市,南投縣南投市中山街１４巷２１號,,"中醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3838011361,仁愛中醫診所,南投縣南投市,南投縣南投市彰南路一段943號,049-2226706,"中醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3838010033,惠生中醫診所,南投縣南投市,南投縣南投市漳和里彰南路二段４７９號,049-2223179,"中醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3838010131,德安中醫診所,南投縣南投市,南投縣南投市彰南路二段510號,049-2252775,"中醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3838010239,合德中醫診所,南投縣南投市,南投縣南投市中興路608號,049-2243197,"中醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3838010248,一品堂中醫診所,南投縣南投市,南投縣南投市復興路78號1樓,049-2228696,"中醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538012059,仲治診所,南投縣南投市,南投縣南投市集賢路58號1樓,049-2202600,"西醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538012022,子泰診所,南投縣南投市,南投縣南投市南崗二路298號1樓,049-2223013,"兒科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538010528,亞中診所,南投縣南投市,南投縣南投市復興路307號,049-2227374,"家庭醫學科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3738010264,現代牙醫診所,南投縣南投市,南投縣南投市彰南路二段３２８號,049-2209226,"牙醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3838011530,中興大愛中醫診所,南投縣南投市,南投縣南投市營北里學藝路5號,049-2331339,"中醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538010439,李月瑛小兒科診所,南投縣南投市,南投縣南投市復興路88號,049-2230981,"兒科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3738011350,全美牙醫診所,南投縣南投市,南投縣南投市南陽路486號,2244185,"牙醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3738010200,佑昇牙醫診所,南投縣南投市,南投縣南投市復興路８０號,049-2244011,"牙醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3738011412,新和牙醫診所,南投縣南投市,南投縣南投市信義街13、15號,049-2208711,"牙醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538012175,致遠身心科診所,南投縣南投市,南投縣南投市南陽路415號1樓,0926313847,"精神科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538011918,蔡良迪診所,南投縣南投市,南投縣南投市中學西路85號,,"內科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3838010275,元和堂中醫診所,南投縣南投市,南投縣南投市仁德路五十七號,049-2231150,"中醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538010466,大千診所,南投縣南投市,南投縣南投市復興路99-4號,049-2241856,"西醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538010546,簡美華眼科診所,南投縣南投市,南投縣南投市三和二路39號,049-2222319,"眼科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538010555,詹建盛診所,南投縣南投市,南投縣南投市南陽路475號,049-2243055,"西醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538010644,黃皮膚科診所,南投縣南投市,南投縣南投市復興路９１號,049-2204786,"皮膚科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538010662,梁力仁診所,南投縣南投市,南投縣南投市彰南路二段400號1樓,049-2202155,"家庭醫學科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,2238010012,南投縣慢性病防治所,南投縣南投市,南投縣南投市三和一路15號,049228471,"西醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538010037,泰全診所,南投縣南投市,南投縣南投市大同南街30號,049-2225677,"西醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538010582,馬冠中內科診所,南投縣南投市,南投縣南投市復興路84號,049-2202833,"內科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3838011512,生元中醫診所,南投縣南投市,南投縣南投市三興里集賢路31號,049-2222865,"中醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538011883,佳成小兒科診所,南投縣南投市,南投縣南投市集賢路34號1樓,2231115,"兒科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538010340,明光眼科診所,南投縣南投市,南投縣南投市中山街14巷23號,049-2233979,"眼科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3838011432,聖恩中醫診所,南投縣南投市,南投縣南投市嘉和北路17、19號1樓,049-2220565,"中醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538022608,福樂診所,南投縣埔里鎮,南投縣埔里鎮和平東路413號,049-2900977,"內科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538020042,一弘診所,南投縣埔里鎮,南投縣埔里鎮中正一路22號,049-2983192,"家庭醫學科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538020168,童小兒家醫科聯合診所,南投縣埔里鎮,南投縣埔里鎮中正路408號,049-2983212,"家庭醫學科,兒科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538020177,江診所,南投縣埔里鎮,南投縣埔里鎮中山路二段３８６號,049-2983713,"西醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538020319,黃正誠診所,南投縣埔里鎮,南投縣埔里鎮西安路一段76號,049-2982577,"家庭醫學科,外科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538020382,泰源診所,南投縣埔里鎮,南投縣埔里鎮中山路三段１２８號,049-2983878,"內科,兒科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538020499,詹診所,南投縣埔里鎮,南投縣埔里鎮北辰街1號,049-2980289,"西醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538020506,安泰診所,南投縣埔里鎮,南投縣埔里鎮中正路460號,049-2987289,"西醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,2338020010,南投縣埔里鎮衛生所,南投縣埔里鎮,南投縣埔里鎮中山路二段256號,0492982157,"家庭醫學科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3738021418,自然牙醫診所,南投縣埔里鎮,南投縣埔里鎮中山路三段341號1F,049-2918186,"牙醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3838021287,首茗中醫診所,南投縣埔里鎮,南投縣埔里鎮東華路120號1樓,049-2985015,"中醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3838021330,晟瑞中醫診所,南投縣埔里鎮,南投縣埔里鎮信義路335巷1號1樓,049-2989893,"中醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538022386,賴雅雲眼科診所(張大川聯合診所),南投縣埔里鎮,南投縣埔里鎮中山路三段89號1樓,049-2998980,"眼科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3738021427,春日部牙醫診所,南投縣埔里鎮,南投縣埔里鎮清新里南興街258號1樓,049-2421292,"牙醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3838021312,南華中醫診所,南投縣埔里鎮,南投縣埔里鎮中正路633、635號1樓,049-2916993,"中醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538022751,普仁診所,南投縣埔里鎮,南投縣埔里鎮一新里東峰路19號,049-2930373,"家庭醫學科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538022715,黃稚晴診所,南投縣埔里鎮,南投縣埔里鎮南昌街198號1樓,,"家庭醫學科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538022760,許瑞娟診所,南投縣埔里鎮,南投縣埔里鎮西安路一段80號,049-2990289,"家庭醫學科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,1138020015,埔基醫療財團法人埔里基督教醫院,南投縣埔里鎮,南投縣埔里鎮鐵山路一號,049-2912151,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,急診醫學科,整形外科,牙醫一般科,中醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538020480,得恩診所,南投縣埔里鎮,南投縣埔里鎮中正一路１６２號,049-2986178,"西醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3838020128,濟生中醫診所,南投縣埔里鎮,南投縣埔里鎮中正路４３５號,049-2900719,"中醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3838021321,民生中醫診所,南投縣埔里鎮,南投縣埔里鎮民生路137號1樓,049-2423825,"中醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3838021349,悠然中醫診所,南投縣埔里鎮,南投縣埔里鎮八德路378號1樓,0971623708,"中醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3538022804,廣菩診所,南投縣埔里鎮,南投縣埔里鎮北安里2鄰中山路二段140號1樓,2998077，0978-206323,"內科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3838020119,十方中醫診所,南投縣埔里鎮,南投縣埔里鎮西安路一段333號1樓,049-2996279,"中醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3838021161,大眾中醫診所,南投縣埔里鎮,南投縣埔里鎮南昌街202號,049-2995333,"中醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
medical,3838021223,元濟中醫診所,南投縣埔里鎮,南投縣埔里鎮八德路243號1樓,049-2906386,"中醫一般科,",醫療機構與人員基本資料,https://dep.mohw.gov.tw/doma/fp-4926-54415-106.html
