category,name,township,address,phone,principal,class_count,student_count,teacher_count,kindergarten_class_count,kindergarten_teacher_count,school_year,source_name,source_url,latitude,longitude,ownership,service_type,approved_capacity,bed_count,license_date,institution_code,district,departments,admit,stream_domain,water_class,measure_area_hectare,announce_date_roc,kml_url,document_pdf_url,illustration_url
school,碧峰國小,草屯鎮,南投縣草屯鎮碧峰里立人路439號,(049)2334304,溫富榮,12,243,19,2,4,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,土城國小,草屯鎮,南投縣草屯鎮土城里中正路189號,(049)2552024,陳順興,6,30,11,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,雙冬國小,草屯鎮,南投縣草屯鎮雙冬里中正路34號,(049)2571362,蘇裕祿,6,37,13,1,2,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,炎峰國小,草屯鎮,南投縣草屯鎮中興路101號,(049)2333221,陳恒聰,35,910,67,3,6,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,中原國小,草屯鎮,南投縣草屯鎮中原里坪腳巷20號,(049)2554631,陳俊言,8,162,13,2,2,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,平林國小,草屯鎮,南投縣草屯鎮健行路65巷90號,(049)2571761,呂秋明,6,47,10,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,坪頂國小,草屯鎮,南投縣草屯鎮坪頂里南坪路40號,(049)2552074,潘黃家齊,6,20,11,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,僑光國小,草屯鎮,南投縣草屯鎮稻香路20-2號,(049)2333684,陳明正,18,513,35,3,7,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,北投國小,草屯鎮,南投縣草屯鎮北投路文教巷43號,(049)2333614,陳文燦,12,259,21,2,4,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,敦和國小,草屯鎮,南投縣草屯鎮敦和路72-6號,(049)2365074,葉兆祺,21,541,35,3,4,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,富功國小,草屯鎮,南投縣草屯鎮富寮里中正路567號,(049)2569213,侯靖男,17,380,29,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,虎山國小,草屯鎮,南投縣草屯鎮新生路76號,(049)2339107,謝有誌,23,524,38,2,4,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,竹山國小,竹山鎮,南投縣竹山鎮延和里向學街32號,(049)2642016,林建言,28,675,59,2,4,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,延平國小,竹山鎮,南投縣竹山鎮集山路二段1161號,(049)2642450,黃彥超,12,250,22,2,5,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,社寮國小,竹山鎮,南投縣竹山鎮社寮里集山路一段1723號,(049)2622020,卓宏興,7,149,13,2,4,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,過溪國小,竹山鎮,南投縣竹山鎮福興里鯉南路136號,(049)2642573,林惠星,6,26,11,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,大鞍國小,竹山鎮,南投縣竹山鎮大鞍里竹寮巷21號,(049)2841009,代理校長 陳忠裕,6,16,12,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,瑞竹國小,竹山鎮,南投縣竹山鎮瑞竹里鯉南路251號,(049)2711024,陳勇仁,6,23,11,1,2,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,秀林國小,竹山鎮,南投縣竹山鎮頂林路456號,(049)2647285,楊清豐,6,75,11,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,雲林國小,竹山鎮,南投縣竹山鎮雲林里大明路666號,(049)2643321,施俊吉,16,343,28,3,6,113,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,鯉魚國小,竹山鎮,南投縣竹山鎮鯉魚里鯉行路92號,(049)2644984,曾以瑩,6,68,12,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,桶頭國小,竹山鎮,南投縣竹山鎮鯉南路312之1號,(049)2711034,王業,6,22,11,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,中州國小,竹山鎮,南投縣竹山鎮集山路一段955號,(049)2622030,莊正平,6,58,11,1,3,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,中和國小,竹山鎮,南投縣竹山鎮集山路三段1394號,(049)2642424,陳君青,6,50,12,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,前山國小,竹山鎮,南投縣竹山鎮自強路100號,(049)2660662,劉永健,13,295,24,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,集集國小,集集鎮,南投縣集集鎮吳厝里育才街147號,(049)2762027,陳彥文,6,86,12,2,3,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,隘寮國小,集集鎮,南投縣集集鎮田寮里田寮巷4號,(049)2781154,許建睿,6,31,10,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,永昌國小,集集鎮,南投縣集集鎮永昌里東昌巷4號,(049)2762524,陳璿文,6,128,11,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,和平國小,集集鎮,南投縣集集鎮和平里集集街178號,(049)2762036,吳雨錫,6,70,10,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,名間國小,名間鄉,南投縣名間鄉中山村彰南路220號,(049)2732024,范慶鐘,18,401,30,3,7,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,新街國小,名間鄉,南投縣名間鄉新街村彰南路375號,(049)2223534,陳景元,9,175,18,2,4,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,名崗國小,名間鄉,南投縣名間鄉大坑村南田路222號,(049)2271864,林佳玫,6,71,10,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,中山國小,名間鄉,南投縣名間鄉名松路一段294號,(049)2582335,吳雪華,6,88,10,2,2,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,弓鞋國小,名間鄉,南投縣名間鄉名松路二段580號,(049)2581322,涂仁雄,12,216,19,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,田豐國小,名間鄉,南投縣名間鄉田仔村田仔巷40號,(049)2271509,黃文英,6,30,10,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,僑興國小,名間鄉,南投縣名間鄉東湖村彰南路259號,(049)2732340,謝澄賢,6,70,10,1,2,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,新民國小,名間鄉,南投縣名間鄉新民村新民巷43號,(049)2732514,張媛媛,6,51,10,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,鹿谷國小,鹿谷鄉,南投縣鹿谷鄉鹿谷村中正路2段174號,(049)2752048,黃應欽,6,110,13,-,-,113,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,秀峰國小,鹿谷鄉,南投縣鹿谷鄉秀峰村仁愛路152號,(049)2671953,陳俊豪,6,46,11,2,2,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,文昌國小,鹿谷鄉,南投縣鹿谷鄉竹林村光復路96號,(049)2676305,李岱恩,6,116,12,2,5,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,鳳凰國小,鹿谷鄉,南投縣鹿谷鄉鳳凰村仁義路35之1號,(049)2752214,邱伯璟,6,60,12,-,-,113,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,內湖國小,鹿谷鄉,南投縣鹿谷鄉內湖村興產路51號,(049)2752437,沈晉億,6,43,12,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,初鄉國小,鹿谷鄉,南投縣鹿谷鄉初鄉村仁愛路259號,(049)2752513,張東盟,6,54,11,-,-,113,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,瑞田國小,鹿谷鄉,南投縣鹿谷鄉瑞田村仁愛路80號,(049)2671284,吳憲鎮,6,14,12,-,-,113,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,廣興國小,鹿谷鄉,南投縣鹿谷鄉廣興村興產路97號,(049)2752014,吳錫法,6,87,11,1,2,113,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,中寮國小,中寮鄉,南投縣中寮鄉永平村永平路316號,(049)2691322,邱麗芬,7,165,17,3,4,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,爽文國小,中寮鄉,南投縣中寮鄉爽文村龍南路159號,(049)2601003,林順智,6,30,11,1,2,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,永樂國小,中寮鄉,南投縣中寮鄉福盛村永樂路88號,(049)2691473,吳國松,6,21,10,1,2,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,永康國小,中寮鄉,南投縣中寮鄉永福村仙峰巷44號,(049)2691455,王勝輝,6,58,10,2,4,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,清水國小,中寮鄉,南投縣中寮鄉清水村瀧林巷3號,(049)2601079,田志順,6,41,11,1,2,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,至誠國小,中寮鄉,南投縣中寮鄉永平路489之1號,(049)2227215,鄧秀珍,6,39,10,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,永和國小,中寮鄉,南投縣中寮鄉龍南路321之1號,(049)2601068,王勝吉,6,25,11,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,廣福國小,中寮鄉,南投縣中寮鄉廣福村內城巷3之2號,(049)2691464,陳建志,6,25,11,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,魚池國小,魚池鄉,南投縣魚池鄉魚池村瓊文巷41號,(049)2895537,尤長盈,10,180,21,2,4,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,頭社國小,魚池鄉,南投縣魚池鄉頭社村平和巷105號,(049)2861237,林勻揚,6,33,11,1,2,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,東光國小,魚池鄉,南投縣魚池鄉東光村慶隆巷36號,(049)2880584,曾章榮,6,73,11,2,4,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,五城國小,魚池鄉,南投縣魚池鄉五城村華龍巷1之2號,(049)2896455,代理校長 張淑智,6,24,11,1,2,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,明潭國小,魚池鄉,南投縣魚池鄉水社村中山路190號,(049)2855045,代理校長 洪敏琦,6,39,11,1,2,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,新城國小,魚池鄉,南投縣魚池鄉新城村通文巷7之1號,(049)2895724,李承澤,6,105,11,1,2,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,伊達邵國小,魚池鄉,南投縣魚池鄉日月村中正路211巷1號,(049)2850441,蔡鳳琴,6,60,11,2,2,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,共和國小,魚池鄉,南投縣魚池鄉共和村五馬巷57之1號,(049)2880608,謝永義,6,36,11,1,2,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,國姓國小,國姓鄉,南投縣國姓鄉石門村國姓路311號,(049)2721018,林思遠,9,211,15,3,6,113,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,北山國小,國姓鄉,南投縣國姓鄉中正路4段119-1號,(049)2451935,陳鍾仁,6,57,12,2,3,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,北港國小,國姓鄉,南投縣國姓鄉北港村國姓路63號,(049)2461345,陳學珠,6,47,11,2,3,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,福龜國小,國姓鄉,南投縣國姓鄉福龜村長壽巷83號,(049)2721019,賀宏偉,6,54,10,0,0,112,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,長流國小,國姓鄉,南投縣國姓鄉長流村大長路559號,(049)2431006,代理校長 謝政憲,6,39,12,1,2,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,南港國小,國姓鄉,南投縣國姓鄉南港村南港路112-8號,(049)2451937,梅文慧,5,15,10,1,2,113,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,育樂國小,國姓鄉,南投縣國姓鄉柑林村中正路2段223號,(049)2721274,簡文益,6,18,11,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,長福國小,國姓鄉,南投縣國姓鄉長福村大長路71號,(049)2431295,郭欣怡,6,45,11,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,乾峰國小,國姓鄉,南投縣國姓鄉乾溝村中西巷3號,(049)2721385,林秋榮,6,37,11,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,水里國小,水里鄉,南投縣水里鄉南光村民族路151號,(049)2770014,許秀勳,15,332,25,0,0,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,郡坑國小,水里鄉,南投縣水里鄉上安村水信路三段303巷8號,(049)2821421,楊士弘,6,31,11,-,-,113,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,民和國小,水里鄉,南投縣水里鄉民和村文明路70號,(049)2741140,盧景山,6,29,12,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,新興國小,水里鄉,南投縣水里鄉新興村新興巷15號,(049)2811187,周進科,6,48,11,1,3,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,永興國小,水里鄉,南投縣水里鄉永興村林朋巷148號,(049)2772545,張金財,6,47,11,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,成城國小,水里鄉,南投縣水里鄉新城村中山路二段150號,(049)2770140,謝濰萁,8,129,15,-,-,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,信義國小,信義鄉,南投縣信義鄉明德村玉山路24號,(049)2791263,王民珍,7,54,13,1,2,113,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,羅娜國小,信義鄉,南投縣信義鄉羅娜村信筆巷1鄰73號,(049)2831327,張素真,6,82,11,1,3,113,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,同富國小,信義鄉,南投縣信義鄉同富村同和巷4號,(049)2701503,史強福,6,121,13,3,1,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,愛國國小,信義鄉,南投縣信義鄉愛國村愛國巷108號,(049)2791616,曾筱茹,6,56,11,1,2,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,人和國小,信義鄉,南投縣信義鄉人和村民生巷3號,(049)2773259,鄭明祥,6,60,12,1,3,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
school,地利國小,信義鄉,南投縣信義鄉地利村開信巷17號,(049)2741254,代理校長 田菀如,6,72,11,1,1,114,南投縣學校基本資料,https://sso.ntct.edu.tw/NewPerson/SchoolBase.aspx,,,,,,,,,,,,,,,,,,
